"g_Na","g_K","injCurrent"
50.2023206197855,39.9290896235337,13.2565531815026
51.1529588128388,35.6865601407377,0.210248543216847
131.728787541629,19.0754847691156,15.2773189999265
164.034446193642,39.6517641435521,9.2554009018966
292.44016708478,31.2723396221129,4.62051666656546
182.251706072217,34.5679798600842,19.9512524799912
112.519973147218,0.0853593322585344,17.9221235916409
50.7820720205025,0.514127932771575,19.5177966049815
264.92105456606,35.7601963414529,12.0558665349324
249.908562379997,38.0270797203111,19.8087596588543
260.498085299382,29.3527741841278,1.13439517573374
280.351666986565,27.0723703286389,13.4445414059917
275.308408658334,21.8995793517986,19.9159439222943
129.27492153779,18.167512588087,7.95836972879311
248.774280452286,13.8063467087516,0.22749975788407
290.370534272669,1.95499711419195,6.48073126292224
158.920576888051,16.681250215884,11.4680757724855
176.328825527756,24.1402086462898,7.40368637961359
87.3768965215783,6.5299280019437,11.1053335640844
293.795358233253,39.8094252810053,9.09965272974186
109.844193570315,26.1723430852746,9.05114348125029
192.200704397515,38.7535111511146,5.55651512054326
143.208810968082,10.1697054158947,0.0241319315828847
177.098168648758,24.8841786187133,12.1244036277463
50.0614535210753,16.4337819014403,18.44808044407
52.3266507578205,21.4326877214348,5.51483049751888
53.7465318230278,1.91875860332279,13.5843933591051
290.494159827618,38.3998776940313,0.108896263533504
280.624343275801,9.9119487391958,19.4445696185997
86.53301299277,0.704762634303699,5.85228389825788
228.440186473615,29.0926103166692,19.9921103230376
80.1914004855801,22.8351236302504,15.2453042001889
166.082811550209,2.24192348435642,1.52498316749665
253.324664095088,28.1885817185282,7.46106244268832
104.462090845616,38.9047888623421,7.87427937036203
105.628095662929,0.0626253299916169,13.6955312295356
110.883825093517,8.54592208266454,15.0842259920828
114.071957054193,15.3262957535893,3.54164477545763
114.370092698996,2.28586537884306,0.341007496389607
139.344467783823,21.5292118091646,0.512000031486572
278.15639081079,39.839820444591,15.8398183854331
131.2509544258,34.5515865182128,4.83198311517625
274.866495208803,1.28530025711823,18.7303066682368
196.730590108408,31.1568471110159,0.887070361641562
298.256745815161,23.722580770208,6.95936382716261
263.301108560575,20.1127291491971,3.98322039681305
208.676631563643,9.57003041431447,19.6422393602804
235.236613586948,34.2756403128942,16.1220197503073
99.8168380207045,34.6410139799634,12.8446172362464
74.6974041044776,16.6560256874297,0.269184741987382
188.20972623982,28.9179117500086,16.6478622136337
206.241784296359,22.7563559789867,0.493202061373973
98.375414616465,10.6715418220716,7.36711094588595
247.994382331228,4.83300052997749,0.0841338652047796
292.602362143782,12.9847787040088,2.90261110796719
61.2751033846731,7.99826774954638,17.1045142948128
204.043271948069,9.22395248155873,1.5913082503438
298.833684863375,1.62325936344117,0.347467788205016
210.260665031599,39.6156216672123,0.886522672940511
227.785154229184,29.0151696558695,11.6788320801371
84.0266920648661,38.3270489283633,18.2598392537264
99.9912658604351,16.6089643652371,11.5710354865083
51.6242584314616,15.2875939131277,13.6180118896684
64.7665486000589,11.6315785839106,4.00229523608126
215.085750836758,1.17055758521259,18.433064512754
164.014755116993,3.28959180192296,19.0312317514028
60.0489863880078,25.1858088560593,11.4322209393661
104.077152272662,23.552615795021,4.79324056422887
57.3166031555017,1.8881332240426,1.24351344312564
54.1438837148214,15.8709787120717,9.29193113707756
289.916862710089,21.2757297687327,0.00591440673870958
291.66710199417,30.5729810786759,17.8261263355106
272.010841534797,39.8618165858587,4.20928999818619
173.694286509245,17.4660039689987,4.21397871446982
72.5681810639292,23.9350112085132,19.5060470509585
127.893710519404,13.0274764605951,18.7701017603538
132.380841309559,38.1410130077006,0.975053466551797
50.2814790012437,31.6315615000091,19.8207991427446
123.090002478445,29.8899280510359,0.175452121513244
67.3139786489611,25.0295292742779,1.77963421979477
133.155234982056,39.5578546694819,19.9819176520245
56.0017748478544,30.4126692304966,15.3430187162961
155.31872084443,24.2010637710836,19.8654091290437
298.291537549819,1.1075361533721,14.8698345516854
217.359956644786,0.206985469330196,3.03399494787725
197.000204095389,17.7592294391208,18.1532959701025
155.947901026243,27.08389582159,3.57449018444424
128.920664559017,5.11221690631844,4.26297719738688
218.401449165434,24.4616135421612,4.61348757578982
225.971170255989,23.229251265977,14.8671253471137
