"g_Na","g_K"
213.498925750435,29.2872827891139
175.516345784324,23.461410997265
255.020422706835,34.4769887844864
99.4776826770976,29.3503129752669
112.791127199365,33.5071226803791
239.63079375478,32.7368566479767
50.0841785282304,5.92794722078834
72.5174195794447,22.0050060057808
117.144110708468,15.67863582303
289.063306761062,39.0820156702558
275.377964955563,37.1251575590456
70.5782573176024,5.84128666974325
139.262048372609,17.9971334389998
89.4267852033488,26.3320636805519
199.511672482558,27.2517828829782
90.5150355836493,8.4243859140221
57.9102804942348,18.641046612612
124.248700272402,39.0899153810162
162.249106333416,20.9227603016905
107.375790898362,12.5379229242122
