"g_Na","g_K"
95.7020289439242,13.9087562737986
199.731925784727,17.7956969840452
140.402014355641,25.8873941088095
215.510144951986,33.447381502483
284.960451049847,22.7407141318545
235.395896437694,7.56203508051112
101.418846330489,30.0222990172915
162.04140020418,11.88061742438
239.341536245774,27.9874984524213
126.795336784562,2.714811490383
174.065374190104,37.4952701269649
68.8379450322827,21.5858180476353
251.935637713177,19.411718012765
204.353775651543,8.9516500774771
183.24776282243,28.9893090520054
53.8971546804532,0.616104897577316
79.3946676159976,39.3900244925171
289.348071336281,5.64558661123738
270.73597011331,34.8694352814928
114.813374556252,15.0294653056189
