"gCRH","gca","gkca","kc","gkir","gk"
0.0360992923196712,2.89914530228024,0.111704407755379,1.60943639681036,1.2081421636366,5.62754483248539
0.398632786291461,1.06782451051306,0.663993525319071,0.885900715019165,1.29592471971962,1.27042705156747
0.37312178806214,1.21272687229497,1.70268426192482,1.91788563524851,1.39257124821939,14.9140409700066
0.0780891111300299,2.63825888874193,1.25762850627244,1.97675645455363,1.37334852373334,1.04854103814155
0.0103109877069136,2.97628076047245,3.7190239455795,0.261531155326772,1.38641100730647,1.12612109934878
0.393249306587168,1.83181116844515,1.99667755237683,0.222901484449268,1.2110872515818,8.94087360908426
0.00284209831194859,1.61308020741167,2.20317425372417,0.102399511387576,1.36787036057741,5.92121414704867
0.145266514481662,2.92083125265942,1.21014589748719,1.8054387303014,1.3095601540627,10.6371851338464
0.399297485496648,2.99084027469365,2.36152975628423,0.777410326588098,1.3400828129826,8.09286620272361
0.228617640642525,1.14348953284889,1.58592792892082,1.99935971961755,1.30308944970024,1.05103860038761
0.394202032640608,1.5080677827761,0.247480696903802,0.053012064325886,1.26376188950944,2.96003517781168
0.372387648694659,1.5644160221556,3.79004176117667,0.220256912851544,1.36764208505683,12.4262199161584
0.379414143888201,2.90493550760483,1.71181935912864,0.14116098498962,1.21882711527264,8.95240431417141
0.39702937770226,2.35715671299275,1.06200079762259,1.20805574419525,1.30801829550534,7.72702188661601
0.00645125259688684,2.05942313077426,0.328700487984233,1.37135226685595,1.39460427593483,2.7856731030412
0.0181953869109638,2.96408734429238,0.132211812343914,1.49483955165094,1.22977158933157,13.8812372770105
0.319472461169065,1.3592332602017,0.283186834684778,0.272894843595346,1.36134732313721,0.152723297307603
0.0593458137337733,2.40491415835039,0.396850540204467,0.0832814810322607,1.20138433405053,1.48137707634263
0.255674015481195,1.13584454880092,0.0239216745202802,1.81905890284951,1.3994892959672,0.680053764332011
0.0343642030658657,1.60031626212537,3.98025053312128,0.446965098996733,1.20418865287377,2.46817113161836
0.170111073694948,1.04929448202558,0.31867039652274,1.02628407355812,1.28766062970901,12.2940060514604
0.00543164249275252,1.74327596641062,1.61346144967467,0.1319641266965,1.31605179759974,13.8510857632644
0.0263614312796397,2.96386846483391,0.251349558124887,1.33958955941629,1.32769159895527,15.9630950412262
0.331212657784226,2.90143546153716,3.79144341833592,0.473988713608862,1.20835817599656,0.0880119331924991
0.217469685275214,2.22536819431779,0.851915531275161,0.0623673859987492,1.3006574310774,0.0916209518616649
0.198730969060644,2.14632284358247,0.420495633294359,0.420069692810538,1.20368883036811,11.7035800101555
0.103240836004873,2.15413172614608,0.0795691374978329,0.13891789448063,1.29531165073236,14.6172330696759
0.392141310373209,2.74980366104132,0.731280836584242,1.69028146436736,1.29485837750761,15.3947404271055
0.395200627197017,1.11567322005552,1.3694887451172,1.75602005692983,1.37722701606747,3.18331201979157
0.282698674708338,1.06765846292084,3.24183010247785,0.372924003020814,1.39464111509111,1.63891423645563
